Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Simplified
"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife",Surprise,Afternoon,ExcitementSeeker,Facebook,#ClassEvent #TeenExcitement,18.0,35.0, USA,2023,5,28,12,Neutral
"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading",Joy,Night,NightReader,Twitter,#BookDiscoveries #TeenReading,30.0,60.0, UK,2023,5,29,23,Positive
"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming",Excitement,Night,GamingEnthusiast,Instagram,#GameOn #TeenGamer,22.0,45.0, USA,2023,5,30,20,Neutral
Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon,Joy,Evening,LazyWatcher,Facebook,#BingeWatchDay #TeenLife,35.0,70.0, Canada,2023,5,31,15,Positive
Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen,Excitement,Evening,TrendExplorer,Twitter,#FashionGoals #TeenStyle,20.0,40.0, USA,2023,6,1,18,Neutral
Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney,Frustration,Afternoon,MusicalExplorer,Instagram,#InstrumentLearning #TeenMusic,28.0,55.0, UK,2023,6,2,14,Negative
Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover,Joy,Night,MusicAficionado,Facebook,#MusicTherapy #TeenPlaylist,22.0,45.0, Canada,2023,6,3,21,Positive
Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef,Pride,Night,HomeChef,Twitter,#CookingSuccess #TeenCook,25.0,50.0, USA,2023,6,4,19,Neutral
Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape,Excitement,Morning,AdventureSeeker,Instagram,#GetawayGoals #TeenTravel,18.0,35.0, UK,2023,6,5,10,Neutral
Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight,Joy,Night,DanceEnthusiast,Facebook,#MusicMagic #TeenConcert,28.0,55.0, Canada,2023,6,6,22,Positive
Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories,Joy,Afternoon,NostalgiaExplorer,Twitter,#ChildhoodMemories #TeenCartoons,22.0,45.0, USA,2023,6,7,12,Positive
Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor,Excitement,Evening,HomeDecorator,Instagram,#DIYGoals #TeenCreative,35.0,70.0, UK,2023,6,8,16,Neutral
"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover",Curiosity,Afternoon,ArtExplorer,Facebook,#CulturalDay #TeenCuriosity,20.0,40.0, USA,2023,6,9,14,Neutral
Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger,Curiosity,Evening,ThoughtfulBlogger,Twitter,#BloggingJourney #TeenThoughts,30.0,60.0, Canada,2023,6,10,17,Neutral
Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon,Contentment,Evening,NovelEnthusiast,Instagram,#QuietMoments #BookishEscape,35.0,70.0, USA,2023,6,11,15,Positive
"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging",Gratitude,Evening,WiseSoul,Twitter,#AgingGracefully #Memories,28.0,55.0, UK,2023,6,12,18,Positive
Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer,Curiosity,Afternoon,ArtAdventurer,Facebook,#ArtDiscovery #SeniorArtist,22.0,45.0, Canada,2023,6,13,14,Neutral
Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys,Contentment,Night,HomeChefSenior,Instagram,#HappinessInFood #SeniorLife,25.0,50.0, USA,2023,6,14,19,Positive
Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate,Curiosity,Afternoon,LinguisticExplorer,Twitter,#MindEnrichment #SeniorLearning,30.0,60.0, UK,2023,6,15,12,Neutral
"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies",Joy,Night,MusicConnoisseur,Facebook,#MusicLover #SeniorConcert,18.0,35.0, Canada,2023,6,16,21,Positive
Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer,Joy,Evening,PhotographySenior,Instagram,#NatureCapture #SeniorMoments,35.0,70.0, USA,2023,6,17,15,Positive
"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship",Contentment,Afternoon,TeaTimeSenior,Twitter,#FriendshipGoals #SeniorBonding,28.0,55.0, UK,2023,6,18,11,Positive
"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour",Joy,Evening,RoadTripSenior,Facebook,#CherishedPlaces #SeniorTravel,22.0,45.0, Canada,2023,6,19,16,Positive
"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging",Joy,Afternoon,ChoirEnthusiast,Instagram,#MusicHarmony #SeniorVoices,20.0,40.0, USA,2023,6,20,14,Positive
"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind",Contentment,Night,MeditationSenior,Twitter,#MindfulLiving #SeniorCalm,18.0,35.0, UK,2023,6,21,19,Positive
"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty",Contentment,Afternoon,GardenEnthusiast,Facebook,#NatureWonders #SeniorGarden,25.0,50.0, USA,2023,6,22,13,Positive
"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers",Contentment,Evening,WineConnoisseur,Instagram,#LifeWellLived #SeniorWine,28.0,55.0, UK,2023,6,23,18,Positive
"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry",Joy,Evening,ArtisticSenior,Twitter,#CreativityAtAnyAge #SeniorCreativity,22.0,45.0, Canada,2023,6,24,16,Positive
"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories",Gratitude,Night,MemoiristSenior,Facebook,#LifetimeExperiences #SeniorMemoir,35.0,70.0, USA,2023,6,25,20,Positive
"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning",Curiosity,Afternoon,HistoryEnthusiast,Instagram,#LifetimeAdventure #SeniorCuriosity,30.0,60.0, UK,2023,6,26,14,Neutral
"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking",Contentment,Evening,FamilyChefSenior,Twitter,#KitchenMemories #SeniorCulinary,20.0,40.0, USA,2023,6,27,17,Positive
"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer",Joy,Night,NaturePhotographySenior,Facebook,#OutdoorBeauty #SeniorClicks,18.0,35.0, UK,2023,6,28,22,Positive
"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic",Joy,Evening,JazzMusicLover,Instagram,#TimelessTunes #SeniorJazz,25.0,50.0, USA,2023,6,29,16,Positive
"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter",Gratitude,Night,SeniorWordsmith,Twitter,#SoulfulWriting #SeniorReflections,28.0,55.0, UK,2023,6,30,19,Positive
"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer",Excitement,Afternoon,SoloAdventurer,Instagram,#DiscoverNewPlaces #SeniorTravel,30.0,60.0, USA,2023,7,1,14,Neutral
"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides",Joy,Evening,CarEnthusiastSenior,Facebook,#RoadTripDownMemoryLane #SeniorCars,22.0,45.0, UK,2023,7,2,18,Positive
"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener",Joy,Afternoon,GreenThumbSenior,Twitter,#GardenFriends #SeniorGreenThumb,28.0,55.0, Canada,2023,7,3,12,Positive
"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost",Contentment,Evening,FamilyHostSenior,Instagram,#HeartwarmingMoments #SeniorFamily,35.0,70.0, USA,2023,7,4,17,Positive
"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer",Joy,Night,DanceEnthusiastSenior,Twitter,#DanceLife #SeniorMoves,18.0,35.0, UK,2023,7,5,20,Positive
"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover",Joy,Afternoon,ArtGalleryVisitor,Facebook,#CreativeExpressions #SeniorArt,25.0,50.0, USA,2023,7,6,14,Positive
"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders",Joy,Night,SeniorBookClub,Instagram,#BookishTalks #SeniorBookworms,22.0,45.0, UK,2023,7,7,19,Positive
"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy",Contentment,Evening,SeniorPicnicHost,Twitter,#FriendshipSunshine #SeniorMemories,30.0,60.0, Canada,2023,7,8,16,Positive
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor",Joy,Night,SeniorActor,Facebook,#StagePassion #SeniorTheater,20.0,40.0, USA,2023,7,9,22,Positive
"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker",Excitement,Afternoon,SeniorHikerExplorer,Instagram,#NatureTrailBlazer #SeniorExplorer,28.0,55.0, UK,2023,7,10,14,Neutral
Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer,Gratitude,Evening,SeniorPhotographerExhibitor,Twitter,#LifeInPictures #SeniorExhibition,22.0,45.0, Canada,2023,7,11,18,Positive
"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist",Excitement,Afternoon,SeniorCyclingEnthusiast,Facebook,#OpenRoadAdventures #SeniorCycling,25.0,50.0, USA,2023,7,12,13,Neutral
"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover",Joy,Night,SeniorWineConnoisseur,Instagram,#AgedToPerfection #SeniorCheers,35.0,70.0, UK,2023,7,13,20,Positive
"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer",Joy,Evening,SeniorBallroomDancer,Twitter,#GracefulMoves #SeniorDance,20.0,40.0, USA,2023,7,14,16,Positive
"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist",Joy,Night,SeniorPaintingOrganizer,Facebook,#CommunityArt #SeniorCreativity,28.0,55.0, Canada,2023,7,15,19,Positive
"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing",Gratitude,Afternoon,SeniorMemoriesHost,Instagram,#FriendshipAdventures #SeniorNostalgia,30.0,60.0, USA,2023,7,16,14,Positive
"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer",Curiosity,Night,SeniorStargazer,Twitter,#CelestialWonders #SeniorAstronomy,18.0,35.0, UK,2023,7,17,22,Neutral
"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover",Joy,Evening,SeniorJazzFestivalGoer,Facebook,#TimelessTunes #SeniorJazz,25.0,50.0, USA,2023,7,18,16,Positive
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog",Gratitude,Night,WisdomBloggerSenior,Instagram,#LifeLessons #SeniorBlog,22.0,45.0, UK,2023,7,19,19,Positive
"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner",Excitement,Evening,SeniorCharityRunner,Twitter,#RunForACause #SeniorSupport,30.0,60.0, Canada,2023,7,20,17,Neutral
"Survived a challenging physics exam. Equations, you won't defeat me!",Relief,Afternoon,PhysicsWhizHighSchool,Instagram,#PhysicsSurvivor #HighSchoolAdventures,20.0,40.0, USA,2023,8,1,13,Neutral
Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder,Excitement,Afternoon,CodeExplorerHighSchool,Twitter,#CodingAdventure #HighSchoolCoderLife,25.0,50.0, UK,2023,8,2,14,Neutral
"Joined the school debate team. Words are my weapons, and I'm ready for battle!",Excitement,Afternoon,DebateWarriorHighSchool,Facebook,#DebateWarrior #HighSchoolDebater,18.0,35.0, Canada,2023,8,3,12,Neutral
"Started a photography club at school. Capturing moments, one snapshot at a time!",Joy,Evening,PhotoClubHighSchool,Instagram,#PhotographyClub #HighSchoolPhotographer,22.0,45.0, USA,2023,8,4,16,Positive
"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making!",Excitement,Night,PromDreamerHighSchool,Twitter,#PromDreams #HighSchoolFairytale,30.0,60.0, Canada,2023,8,5,19,Neutral
Convinced the teacher to have class outdoors. Learning equations with a side of fresh air!,Positive,Afternoon,OutdoorClassHighSchool,Facebook,#OutdoorClassroom #HighSchoolExplorer,28.0,55.0, USA,2023,8,6,14,Positive
"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist",Embarrassed,Night,PaintSpillHighSchool,Instagram,#ArtisticMishaps #HighSchoolArt,22.0,45.0, UK,2023,8,7,19,Neutral
Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro!,Excitement,Evening,SkateProHighSchool,Twitter,#SkaterLife #HighSchoolSkater,30.0,60.0, Canada,2023,8,8,16,Neutral
Bonding with friends over the latest K-pop sensation. Fangirling at its finest!,Joy,Night,KpopFangirlHighSchool,Facebook,#KpopFangirl #HighSchoolMusic,20.0,40.0, USA,2023,8,9,22,Positive
Spent hours perfecting a chemistry experiment. Mixing potions like a wizard!,Joy,Afternoon,ChemistryWizardHighSchool,Instagram,#ChemistryWizard #HighSchoolScientist,28.0,55.0, UK,2023,8,10,14,Positive
Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved!,Joy,Evening,BirthdayPartyPlannerHighSchool,Twitter,#BirthdayParty #HighSchoolCelebration,22.0,45.0, Canada,2023,8,11,18,Positive
"Joined the drama club to unleash my inner actor. Lights, camera, action!",Excitement,Afternoon,DramaClubStarHighSchool,Facebook,#DramaClubStar #HighSchoolActor,25.0,50.0, USA,2023,8,12,13,Neutral
Got my hands on the latest fantasy novel. Diving into realms of magic and adventure!,Excitement,Night,FantasyBookNerdHighSchool,Instagram,#FantasyBookNerd #HighSchoolReader,35.0,70.0, UK,2023,8,13,20,Neutral
Mastering the art of the perfect doodle during boring classes. Doodles: A+!,Joy,Evening,DoodleMasterHighSchool,Twitter,#DoodleMaster #HighSchoolArt,20.0,40.0, USA,2023,8,14,16,Positive
Attempting to break the school record for the longest handstand. Wish me luck!,Excitement,Night,HandstandChallengeHighSchool,Facebook,#HandstandChallenge #HighSchoolAthlete,28.0,55.0, Canada,2023,8,15,19,Neutral
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill!,Mischievous,Afternoon,SnackSmugglerHighSchool,Instagram,#SnackSmuggler #HighSchoolSnacks,30.0,60.0, USA,2023,8,16,14,Neutral
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories!,Excitement,Night,SleepoverHostHighSchool,Twitter,#SleepoverFun #HighSchoolMemories,18.0,35.0, UK,2023,8,17,22,Neutral
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed!",Embarrassed,Evening,TikTokFailHighSchool,Facebook,#DanceFail #HighSchoolTikTok,25.0,50.0, USA,2023,8,18,16,Neutral
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum!,Embarrassed,Night,SocialMediaBlunderHighSchool,Instagram,#SocialMediaBlunder #HighSchoolAwkward,22.0,45.0, UK,2023,8,19,19,Neutral
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent!,Embarrassed,Evening,CrushFailHighSchool,Twitter,#CrushFail #HighSchoolEmbarrassment,30.0,60.0, Canada,2023,8,20,17,Neutral
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights!,Joy,Evening,PaperPlaneExpertHighSchool,Instagram,#PaperPlaneExpert #HighSchoolArt,15.0,30.0, USA,2023,8,21,15,Positive
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill!,Excitement,Afternoon,JugglingProHighSchool,Facebook,#TextbookJuggling #HighSchoolSkills,22.0,40.0, Canada,2023,8,22,12,Neutral
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated!,Mischievous,Evening,SnackNinjaHighSchool,Twitter,#SnackNinja #HighSchoolSnacks,28.0,55.0, USA,2023,8,23,16,Neutral
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement!,Excitement,Evening,ScavengerHuntMasterHighSchool,Instagram,#SurpriseAdventure #HighSchoolFun,20.0,38.0, UK,2023,8,24,18,Neutral
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing!,Joy,Afternoon,RainDanceCelebrationHighSchool,Facebook,#RainDance #HighSchoolJoy,25.0,50.0, Canada,2023,8,25,14,Positive
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment!,Embarrassed,Evening,GroupChatBlunderHighSchool,Twitter,#TextingFail #HighSchoolAwkward,18.0,35.0, USA,2023,8,26,17,Neutral
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go?,Embarrassed,Night,MagicFailHighSchool,Instagram,#MagicFail #HighSchoolMagic,22.0,45.0, UK,2023,8,27,20,Neutral
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+!,Joy,Evening,OrigamiProHighSchool,Twitter,#OrigamiMaster #HighSchoolArt,18.0,36.0, USA,2023,8,28,16,Positive
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed!,Excitement,Afternoon,HackySackChampionHighSchool,Instagram,#HackySackChallenge #HighSchoolAthlete,26.0,48.0, Canada,2023,8,29,13,Neutral
Creating a secret handshake with friends. Friendship level: Expert!,Joy,Evening,SecretHandshakeHighSchool,Facebook,#FriendshipGoals #HighSchoolMemories,20.0,40.0, USA,2023,8,30,17,Positive
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty!,Excitement,Night,BurgerQuestHighSchool,Twitter,#BurgerQuest #HighSchoolFoodie,24.0,42.0, UK,2023,8,31,20,Neutral
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making!,Joy,Afternoon,ComedyGeniusHighSchool,Instagram,#StandUpComedy #HighSchoolTalent,21.0,39.0, Canada,2023,9,1,14,Positive
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment!,Embarrassed,Evening,LoveLetterBlunderHighSchool,Facebook,#LoveLetterFail #HighSchoolAwkward,17.0,33.0, USA,2023,9,2,18,Neutral
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated!,Excitement,Night,ScienceExperimentProHighSchool,Twitter,#ScienceGeek #HighSchoolExperiments,23.0,44.0, UK,2023,9,3,22,Neutral
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver!,Joy,Evening,BraceletCraftsmanHighSchool,Instagram,#FriendshipBracelets #HighSchoolCrafts,19.0,37.0, USA,2023,9,4,15,Positive
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway!,Excitement,Afternoon,CartwheelMasterHighSchool,Twitter,#CartwheelChallenge #HighSchoolAthlete,27.0,52.0, Canada,2023,9,5,12,Neutral
Organizing a movie marathon with friends. Popcorn and cinematic adventures await!,Joy,Evening,MovieMarathonHostHighSchool,Facebook,#MovieNight #HighSchoolMemories,22.0,43.0, UK,2023,9,6,16,Positive
Experimenting with a new hair color. A bold change for a bold semester!,Excitement,Evening,HairColorExperimentHighSchool,Instagram,#HairExperiment #HighSchoolStyle,20.0,39.0, USA,2023,9,7,18,Neutral
Building a time capsule to capture memories for the future. Time-traveling emotions!,Joy,Afternoon,TimeCapsuleCreatorHighSchool,Facebook,#TimeCapsule #HighSchoolNostalgia,26.0,48.0, Canada,2023,9,8,14,Positive
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start!,Embarrassed,Evening,ClassroomBlunderHighSchool,Twitter,#FirstDayOops #HighSchoolEmbarrassment,16.0,32.0, USA,2023,9,9,17,Neutral
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up!,Excitement,Night,SmoothieConnoisseurHighSchool,Instagram,#HealthyLiving #HighSchoolWellness,23.0,42.0, UK,2023,9,10,20,Neutral
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments.,Sad,Evening,OverwhelmedHighSchoolStudent,Twitter,#SchoolChallenges #HighSchoolStruggles,15.0,28.0, USA,2023,9,11,15,Negative
Encountered some mean-spirited comments online. Dealing with online hate is never easy.,Hate,Afternoon,DealingWithHateHighSchool,Instagram,#OnlineHate #HighSchoolReality,18.0,36.0, Canada,2023,9,12,12,Negative
Had a bad day at school. Everything seems to be going wrong.,Bad,Evening,ToughDayHighSchool,Facebook,#BadDay #HighSchoolBlues,20.0,40.0, UK,2023,9,13,16,Negative
Feeling down after not making the sports team. Disappointment lingers.,Sad,Evening,SportsTeamRejectionHighSchool,Twitter,#Disappointment #HighSchoolSports,17.0,34.0, USA,2023,9,14,18,Negative
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch.,Hate,Afternoon,CafeteriaConflictHighSchool,Instagram,#CafeteriaDrama #HighSchoolTension,21.0,41.0, Canada,2023,9,15,14,Negative
Received a not-so-great grade on a major project. Academic frustration setting in.,Bad,Evening,ProjectGradeDisappointmentHighSchool,Facebook,#AcademicFrustration #HighSchoolStress,19.0,38.0, UK,2023,9,16,17,Negative
Dealing with a personal setback. Sometimes life throws unexpected challenges.,Sad,Night,PersonalSetbackHighSchool,Twitter,#LifeChallenges #HighSchoolStruggles,22.0,44.0, USA,2023,9,17,20,Negative
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected.,Sad,Night,LonelySaturdayHighSchool,Instagram,#LonelyNights #HighSchoolEmotions,16.0,31.0, Canada,2023,9,18,22,Negative
Experiencing cyberbullying. Hateful messages online are disheartening.,Hate,Evening,CyberbullyingVictimHighSchool,Facebook,#StopCyberbullying #HighSchoolReality,14.0,27.0, UK,2023,9,19,15,Negative
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck.,Bad,Afternoon,RainyDayBluesHighSchool,Twitter,#BadLuck #HighSchoolWeather,18.0,35.0, USA,2023,9,20,12,Negative
Missing an important event due to unforeseen circumstances. A day filled with sadness.,Sad,Evening,MissedOpportunityHighSchool,Instagram,#MissedChances #HighSchoolRegret,20.0,39.0, Canada,2023,9,21,16,Negative
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful.,Hate,Evening,RumorVictimHighSchool,Facebook,#RumorMills #HighSchoolDrama,23.0,46.0, UK,2023,9,22,18,Negative
Got a flat tire on the way to an important meeting. Talk about a series of bad events!,Bad,Afternoon,FlatTireWoesHighSchool,Twitter,#BadLuckDay #HighSchoolStruggles,25.0,50.0, USA,2023,9,23,14,Negative
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad.,Sad,Evening,FriendMovingAwayHighSchool,Instagram,#SayingGoodbye #HighSchoolEmotions,21.0,42.0, Canada,2023,9,24,17,Negative
Facing rejection from a dream college. Disheartened but determined to explore other paths.,Sad,Night,CollegeRejectionHighSchool,Facebook,#CollegeDreams #HighSchoolJourney,19.0,37.0, UK,2023,9,25,20,Negative
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun.,Hate,Afternoon,GamingToxicityHighSchool,Twitter,#OnlineGaming #HighSchoolGamer,16.0,32.0, USA,2023,9,26,14,Negative
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence.,Bad,Evening,BadHairDayBluesHighSchool,Instagram,#BadHairDay #HighSchoolConfidence,18.0,36.0, Canada,2023,9,27,17,Negative
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time.,Sad,Night,ProjectFailureDespairHighSchool,Facebook,#ProjectStruggles #HighSchoolHardships,21.0,41.0, UK,2023,9,28,22,Negative
Experiencing hate comments for expressing personal opinions. Online negativity prevails.,Hate,Evening,OpinionsHateHighSchool,Twitter,#OnlineOpinions #HighSchoolCriticism,24.0,48.0, USA,2023,9,29,15,Negative
Having a string of bad luck with constant technology malfunctions. Tech troubles galore!,Bad,Evening,TechMalfunctionWoesHighSchool,Instagram,#TechIssues #HighSchoolTech,22.0,43.0, Canada,2023,9,30,18,Negative
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness.,Sad,Afternoon,MissedEventBluesHighSchool,Facebook,#MissedMoments #HighSchoolRegret,20.0,39.0, UK,2023,10,1,14,Negative
Trying out a new study technique for upcoming exams. Exploring different learning strategies.,Neutral,Evening,StudyTechniqueExperimentHighSchool,Instagram,#StudyStrategies #HighSchoolExams,23.0,42.0, USA,2023,10,2,16,Neutral
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness.,Neutral,Afternoon,CommunityCleanupHighSchool,Twitter,#EnvironmentalEfforts #HighSchoolCommunity,26.0,50.0, Canada,2023,10,3,12,Neutral
Sharing favorite book recommendations with classmates. Building a mini book club.,Neutral,Evening,BookRecommendationsHighSchool,Facebook,#BookClub #HighSchoolReads,19.0,38.0, UK,2023,10,4,18,Neutral
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen.,Neutral,Afternoon,BakeSaleRecipeExperimentHighSchool,Instagram,#BakingAdventures #HighSchoolBakes,21.0,43.0, USA,2023,10,5,14,Neutral
Collaborating on a school project with peers. Teamwork makes the dream work.,Neutral,Evening,SchoolProjectCollaborationHighSchool,Twitter,#Teamwork #HighSchoolProjects,18.0,36.0, Canada,2023,10,6,17,Neutral
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities.,Neutral,Night,ExtracurricularExplorationHighSchool,Instagram,#SchoolClubs #HighSchoolInterests,22.0,45.0, UK,2023,10,7,20,Neutral
Exploring a new part-time job opportunity for gaining work experience. Career development in progress.,Neutral,Evening,PartTimeJobExplorationHighSchool,Facebook,#CareerDevelopment #HighSchoolJobs,24.0,48.0, USA,2023,10,8,15,Neutral
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities.,Neutral,Night,SchoolAssemblyParticipationHighSchool,Twitter,#SchoolEvents #HighSchoolConnectivity,20.0,40.0, Canada,2023,10,9,22,Neutral
Exploring a new hobby of photography during free time. Capturing moments through a lens.,Neutral,Afternoon,PhotographyHobbyHighSchool,Instagram,#PhotographyJourney #HighSchoolHobbies,25.0,49.0, UK,2023,10,10,14,Neutral
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers.,Neutral,Evening,ScienceFairParticipationHighSchool,Facebook,#ScienceFair #HighSchoolScience,19.0,37.0, USA,2023,10,11,16,Neutral
Attending a workshop on time management to enhance organizational skills. Striving for efficiency.,Neutral,Evening,TimeManagementWorkshopHighSchool,Twitter,#EfficiencyGoals #HighSchoolSkills,23.0,44.0, Canada,2023,10,12,18,Neutral
